#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
場面,ばめん,"scene, setting",LcGhvPezVPI4p0YZnW22
交ぜる,まぜる,"mix, blend",LcJc0wDB7UJMtToiwexE
直接,ちょくせつ,"Direct, immediate, firsthand",LgRUO8negNLXFmcQu7L7
恐怖,きょうふ,"Fear, terror",LpmKwC95jPWZsEBYHl5t
まさか,まさか,By no means,Lt08bQwn6Kw2QDc70wv7
まとまる,まとまる,"to be collected, to be settled, to be in order",LwMWfhniKEHHB4Yuh1W5
違反,いはん,"violation, infringement",Lym3gXv7HX8f4K9pMAwJ
幼い,おさない,"very young, childish",LzO8WnMq9InXULbnel4k
補償,ほしょう,"Compensation, reparation",M0StfioBHs43q6fHcOwE
生地,きじ,fabric; dough,M0dKfXfkV9GqBiaaCoPq
冒険,ぼうけん,"adventure, risk, venture",M1N8Aiuzvo9vfDXO1RFK
改善,かいぜん,improvement,M1gFJsXWNdO1X4wGaMQA
苦労,くろう,"hardship, suffering",M278J1exPC7TO5sqyvnu
貢献,こうけん,contribution,M53tjkDr4NA2w809aEjl
だけど,だけど,However,M7Vb3LFOmNU0LxXxzNTh
問う,とう,"ask, question",MATmjhh5nvrU2YVCYLgD
著す,あらわす,"Write, publish",MCZhIjDeMG6gKxnHJLuf
人種,じんしゅ,Race,ME4wePtq0EdemdD1i0zL
支店,してん,branch office,MEGsz7j6z2VyxcYFt8kC
ゴール,ゴール,Goal,MFYg08YzoWnE6K4H3wdF
渦,うず,Swirl,MGLbGDQqEyBm3v283EWT
夜中,よなか,"Midnight, dead of night",MH59xi2mTeogw1titvHD
広げる,ひろげる,"spread, extend, expand, enlarge",MHHKOyXm0P41Sll1qI7O
たびたび,たびたび,"often, repeatedly, frequently",MJkx2y67OE0xuubEp2sM
退く,どく,"retreat, recede, withdraw",MJnsSnvIi3Z08pz4amLW
上等,じょうとう,"First class, very good",MLG82C64REZ9Z9I90gnI
温度,おんど,temperature,MMCENpdidmgqPeiA7SgA
単に,たんに,"simply, merely",MNqCuWfOfQaUBO9bpSEV
組,くみ,"Class, team, set",MQGfR2hNnUGt3SYU2Keq
実験,じっけん,Experiment,MREjqmad7DlPEF6oRQtk
骨折,こっせつ,Bone fracture,MTUPK0wAwCJIl7uYAecO
隠れる,かくれる,hide,MTWLRnDuMspGoNZORL93
思わず,おもわず,"Unintentionally, spontaneously",MUSqaK5fdtNunQI6EBAb
血管,けっかん,blood vessel,MUXCx48HlIq9AbEuNlS9
羨ましい,うらやましい,"Envious, enviable",MYCD4XWVtKin2yvxiKKi
勤め,つとめ,Employment,MYMccNLE9Qwmvi8BwFOb
東洋,とうよう,Orient,Mc9BJO3piRg9eqa7wHQI
我々,われわれ,We,McohFzG4gUJTVHb5BLSu
飯,めし,Meal,Mg6bXmrTBivQsWgbINE3
継ぐ,つぐ,succeed,MgqZNoLKWiJnf7LAUYPH
摘む,つむ,"pluck, pick, trim",MhuJHqG5UOEBeWh8XM8w
再び,ふたたび,"Again, once more",MjTk2d4iYd0DEN1C5izy
核,かく,"Nucleus, kernel",MkDTdb56wbLDjq7puNqi
癖,くせ,"habit, peculiarity",MkdckUUVcmJJ3PURXrwP
務め,つとめ,Duty,MoOcydXl0cVAW6Rasz39
担当,たんとう,In charge,MoeVbxZd4a63Z7LcgDrz
方々,ほうぼう,People (plural),MpZ8VTC8RgENZoWHbkXp
通過,つうか,"passage through, passing",Mr2JTlRNy4yqfzwMRm29
納める,おさめる,"Store, pay, supply",MrbYCTXWzoOlGVjqHIPx
意地悪,いじわる,"malicious, mean, unkind",MtKiufRE0ZASILq8W9AW
航海,こうかい,Voyage,MuGdfmPoJ6WVi6V5D6Jh
スイッチ,スイッチ,Switch,Mv6OcH5zwGoV2GtGJkIS
銅貨,どうか,Copper coin,MvVm4miyMZJqx7dEG7J0
必ずしも,かならずしも,Not necessarily,MzMIgEwWs5OjuycEnpI7
蒸し暑い,むしあつい,"Humid, sultry",MzQFzrl6thHZ0283HyEb
金,きん,"Gold, metal; money",N1zR5PAF5mMztHpul9Yq
やや,やや,"somewhat, a little",N2cZGKcStGv0ZNIr5RO6
乾燥,かんそう,"Dry, Arid, Dehydrated",NBmumUt7moJXyW6KJ406
増加,ぞうか,"Increase, addition",NBxzeLNbqFrqJXK462JB
堀,ほり,Moat,NCDzkjHLhufWFgNnUzSF
横切る,よこぎる,"traverse, cross",ND4O57eILl6hJUgPQBoW
諦める,あきらめる,give up,NFszXAMP7X2Ikc8BDq4I
解釈,かいしゃく,interpretation,NG1gXGT9CUAXLuuyYopn
瞬間,しゅんかん,"moment, second",NIkeouLDJcgB8mQoUOln
典型,てんけい,"Archetype, pattern",NJWzHktWK3ZXFNAxNIvK
飛行,ひこう,Flight,NJcZVzoxqwfDTUqs7xih
代金,だいきん,"Price, cost",NKeW1FCbItDfnI1ajScM
揚げる,あげる,"Lift, Fry",NRBhBLqit3LZmt51OIvT
茶,ちゃ,Tea,NSbP8MXjO9IdOpWc6nwp
被る,かぶる,"wear, be covered with",NXEp2WAqhDTDjQHjf1By
通勤,つうきん,Commuting to work,NXwx2TgPml9LhJsDWBhT
繋ぐ,つなぐ,"Tie, fasten, connect",NYQ4M37bIVZ66OKdecMs
動かす,うごかす,"move, shift",NZ3e5gicNXnAT1SEedCt
傾向,けいこう,"Tendency, trend, inclination",NbnZHhhgLpvO3FBSoUY4
順番,じゅんばん,"turn (in line), order of things",Nf0neayQPFMKlHDf6OfK
見解,けんかい,"opinion, point of view",NfflYECGMfKlDHciPIqE
影,かげ,Shadow,Ng3mbSZgj3iYW5Y9QpE9
弱まる,よわまる,"weaken, be emaciated, be dejected",NjiPnw4DhTv0jPC1MYUM
意,い,Will,NkNM3gbdN1zgry93Q1ls
板,いた,"Board, Plank",NkfpV2gCgLKS1VazVi7K
可愛らしい,かわいらしい,"Lovely, sweet",Nm0CKXVn5OzKG2l5CQUO
育つ,そだつ,"to be brought upbiːbrɔːtʌp/, to growɡroʊ/ (up)",NpUg6HegbuCveWbwmcNb
農家,のうか,Farmer,NpXT3w7Hn0MGZaoWF0Wj
勝ち,かち,"Win, Victory",NpZ9XYe1F6KymBhZYlWF
退屈,たいくつ,"Tedium, boring",NqNhTwyoIjklBAmfYGR0
ピン,ピン,Pin,NrASKvwKFMwM8sRHjt1Y
注目,ちゅうもく,"Attention, notice, observation",NrhW3s17Muv4yVqzZO7N
太陽,たいよう,Sun,NrwLc83xdIo1mVtpIpH8
そのまま,そのまま,As it is,NvqJKVlwsRcvyOMrfWrN
長期,ちょうき,Long term,NzB9z3YJPaoCiZNIKjZK
徐々に,じょじょに,"Gradually, little by little",O07TrBx6cwydpA5zGTzX
携帯,けいたい,"Carrying (something), Mobile phone",O1JJi12EacNKBKhRTbTK
種類,しゅるい,"Variety, kind",O2d8ByvRBvwwRj8rLJR0
地下,ちか,"basement, underground",O2rjUVBG7QTXnc0Eki6U
私用,しよう,private use,O3tU2puG46FQ3XRaoV4s
湧く,わく,"Boil, grow hot",O4tRgQ2K5Gfweb3cO4oW
進行,しんこう,advance,O74bwhvb6xycrIyx7SsQ
消防,しょうぼう,"Fire fighting, fire department",O7VIy25VZ0mfOmkNZ7It
畑,はたけ,Field,O8m7Ua2sE20LAoWpYZqq
政府,せいふ,Government,O9WlElQcvAWuYa6Drraj
覚める,さめる,wake up,OCGihYaNsGw1IM4R3YZ2
誘う,さそう,"invite, tempt, lure",OEPzMPYKrGs9HYsMIKxs
世間,せけん,"world, society",OIMNLajQeRKqHbGhmnFY
状態,じょうたい,"condition, situation",OK1SBAmYcEEKKx4MaRH2
身体,しんたい,body,OMFSieEMnMwZANuoFKYD
虎,とら,Tiger,OMl3bLZKgKNv07Ootirn
覚ます,さます,awaken,OOLwjNysfFmPyEMQ4NWt
本人,ほんにん,the person himself,OOlY8dKjp5JgqPU5EV8x
布,ぬの,Cloth,OP3S92asRSLPNS3JYfhj
ありがとう,ありがとう,Thank you,OQFAtEKgClEFjTd3Q70l
スキー,スキー,Ski,OS3IKmZkoqUwnnbM0iCy
率,りつ,"Rate, ratio, percentage",OSywxwk2VrKOAzNuvvGc
共に,ともに,Together,OUicpUqng08nQiQZeTif
様々,さまざま,Various,OVYc4wq4PBx9nWZbSW3E
豪華,ごうか,"Luxurious, Gorgeous",OaC8A92ve8PSG5z5SgLG
滅多に,めったに,"rarely , seldom",Ob3fnoYIFh0qVjr5naKx
悔しい,くやしい,"Regrettable, mortifying, vexing",ObftpivytI7dO3HeJrec
仏,ほとけ,Buddha,Oc1KtRZmbwNrlbCYA6wC
出,で,"Out, exit, graduation",Oc9RnoosfA77d2FEj4Xx
加える,くわえる,"add, append, sum up",Oe8mbnlZs6Iac5cLDFZJ
男子,だんし,Young man,OedOOEFDryamUdJ5A3qP
最中,さなか,In the middle of,OeiYrau44mu3HllvWZhC
主張,しゅちょう,"claim, insistence, assertion",OhpKGZU31CLaAm2x0qwN
議論,ぎろん,"Argument, discussion, dispute",Oi2W2zoOnp9GQSTV20Z9
食欲,しょくよく,Appetite,Okohhn38kO1XJSm38o07
雰囲気,ふんいき,"atmosphere, mood, ambiance",OoXp4JpWEtiBO3w3Km5f
同様,どうよう,"Same, identical, similar",Oot6KhR2kmPVnps6d0FB
医療,いりょう,Medical care,OsQ6WbsIuQ70BOepbtgV
進学,しんがく,advancement to higher education,OtBBHOqGCe0y4LvdFrJr
馬,うま,"Horse, Promoted Bishop",OwDaFDuXrGWyUgRp8wtM
否定,ひてい,"negation, denial",P3dx3Faa7kvrJxTNCEBU
失望,しつぼう,"Disappointment, despair",P4502exHiD4ZJKvQOcN8
まとめる,まとめる,"To organize, to collect, to conclude",P6lvNxzUUqQ7UOAIWsMT
俳優,はいゆう,"actor, actress",P7dOJhYD8vIytbDQzcLr
通訳,つうやく,"interpretation, interpreter",P8cnrl7q1t6ytKg77C0r
飛ばす,とばす,Skip over,P95oHkw3Hg5iykEEAEKX
就く,つく,"to take a seat, to study under a teacher",PBxsBANp4HkuKmWsXp8u
ちゃんと,ちゃんと,"properly, exactly",PEQJPzSkr65wDNQY7ihk
風景,ふうけい,scenery,PGGTkTerVCi0eYZHV5ZO
課程,かてい,"Course, Curriculum",PI3M9XM5SLnIoWSgbcFp
そのうち,そのうち,"Before long, eventually, sooner or later",PKsuLyyb92n6VewCeopN
交換,こうかん,"Exchange, Swap",PL0Ymy1ZljOs9mpd4Mh5
提出,ていしゅつ,Submission,PNOQgUmkwEQUHi6sQnFS
需要,じゅよう,Demand,PNTaATi3RyaO1DPbmP8U
有無,うむ,presence or absence,POTErWgZM1DZfWZZwgGr
跡,あと,"trace, remains, scar",POyqmfvA8BgaopRKrmKY
誤解,ごかい,misunderstanding,PRkyRrhj4f5YhdlPcxSH
泡,あわ,"Bubble, foam",PS9vzQjrc4DCh7WTLS8I
中身,なかみ,content / substance,PTAOxmTL0iVV2ybBCZK9
答案,とうあん,Answer sheet,PTWfaazYvjUjf7zvoD8P
腐る,くさる,"rot, go bad",PTsrtpzVKio9qbVfU22n
票,ひょう,"Label, ballot, sign",PWXYM4bRAOeIpEpelrEP
要するに,ようするに,"In short,",PXMgZqiW14WennqcRc7s
合図,あいず,Signal,PYC8jxFa4EY1xC2wlu35
意思,いし,"Intention, purpose",Pc7RP146vKGBnvngbJEv
中味,なかみ,"Contents, interior, filling",Pd9ypRZrkRycMCSaJlGx
予防,よぼう,prevention,PeW6DMOBwQuIy3fGYlcu
そのうえ,そのうえ,"Furthermore, in addition.",PfjwsLMI27kRoE6jIE77
切り,きり,"Limit, end, or stopping point.",Ph8RtZ6QnQA8UaSoRCOa
通学,つうがく,Commuting to school,PiRRewhqnt5s0rdKsGu6
策,さく,"Plan, policy",Pnze6NDDcagBFXAuWmRM
関する,かんする,relate to,PpgI6EZuydYkY12GaDsn
香り,かおり,"Aroma, fragrance",PrVIFTEMOXEar96e3RtK
就職,しゅうしょく,Finding employment,PvwAvQLw8yVPiA1EuSll
河,かわ,River,PwNziwz1KDWpl1Vqyok2
味方,みかた,"ally, supporter",Pz9viXwVgsPVcvBJkYk4
愛情,あいじょう,"Affection, love",PzESuvCaRaZZbE8FkW6X
いらいら,いらいら,"Irritated, nervous",Q0yft7moHlSMNJDqhxK1
作法,さほう,"Manners, etiquette, propriety",Q1wHt80zanCZnVkFXwOd
ゲーム,ゲーム,game,Q6wjmfwJrfvvkL6yqXdO
貯金,ちょきん,Savings,Q8spCEWJrd69taCbSROg
特長,とくちょう,"strong point, merit",QAS5nES31jfR1gRqHmyf
中止,ちゅうし,"Suspension, stoppage, discontinuance",QCfd9QHel2cjgVf86wrs
異なる,ことなる,"differ, vary",QEPzq0lJ5gAUuZ3nvJUT
強める,つよめる,"Strengthen, emphasize",QEaXovfyFGHnQx6wAcVQ
親しい,したしい,"intimate, close",QFIYI1Rq1P5K0DzZo6gJ
無,ぶ,"Nothing, naught, zero",QFtsN2xlaCSWUCIj5MLv
印象,いんしょう,Impression,QGRD1L3M4titFWS4P7d5
性質,せいしつ,"Nature, property, disposition",QIuvbqgZyV9Otzc6TdG0
障害,しょうがい,"Obstacle, impediment",QJ2yybuzUBY9YKqJEGyz
数字,すうじ,"Numeral, figure",QJyBGqkADmi0SQJtgql3
グラス,グラス,Glass,QLBIIZpY0b7KgZ6tqNHz
応援,おうえん,"Support, aid, assistance",QOIbIvv0kMi3C50E4uC9
収入,しゅうにゅう,"income, revenue",QQMAU9hzRimgtl4USGdY
目的,もくてき,"purpose, goal, aim",QSzFTTw6ZPG0Oxrvs8TO
主要,しゅよう,"chief, main",QTg4FxbPlqt4T1UxwaU2
急に,きゅうに,Suddenly,QWN0vNE6Thyl8q5pko1k
世紀,せいき,century,QWVx3KoAFqOj6IG4YV2U
休息,きゅうそく,"Rest, relief, relaxation",QXBUGs4FzpFAAyBjTUZ3
減らす,へらす,"Decrease, Diminish",QZG0RZbjpTj4lGuGqDCs
わざと,わざと,On purpose,QZMMQwJt1ZVaVWK95btD
独身,どくしん,Single,QalTtzIuPZBE1yD7G9eC
焚く,たく,"Burn, kindle, build a fire",QeBMaAjQ7MZQZj00mnmu
可愛そう,かわいそう,"pitiable, pathetic",QfWBIw1bmyrYbknHluJ1
あいにく,あいにく,Unfortunately,QhPzYjX2eOyGezskZctA
上達,じょうたつ,"Improvement, advancement",QjkcElTqXv8ksA6xvonk
ユーモア,ユーモア,Humor,QsH49J0setYxtD0GA6Ls
営業,えいぎょう,"Business, trade, management",Qt1dCHcZo8e8XhT8Q4Ot
成年,せいねん,"majority, adult age",QxydLzctBLENYylLfQAB
拍手,はくしゅ,"Clapping hands, applause",QykhAkEjGjYGmRzJ7OAk
ビール,ビール,Beer,QzbfKhWQZTxCHdg80APB
銃,じゅう,gun,QzuCBtw6yP0SImI6Wy38
歌手,かしゅ,singer,R0M22Sgma3q26uaQ4II6
係,かかり,Person in charge,R10lCSTPguWqnJopq8aB
地味,じみ,"plain, conservative",R2ycjdQLKsT0i5HTmLsH
植物,しょくぶつ,plant,R4Tk90bvkuGKisFTPYf9
起源,きげん,Origin,RB8mYNV9DG4yaObWy6n7
テント,テント,Tent,RC0UcIlflVimJiJl3aJp
恐れる,おそれる,"fear, be afraid of",RCK4Tybdn60ljaPxYJ6Z
流行,りゅうこう,"Fashionable, fad, prevailing",RFBFJZcOiiw0imB3c96f
生命,せいめい,Life,RLO8ErtYqZ2oDFTS1uPg
日付,ひづけ,Date,RM9aTjM1uBso4LpKrNQd
血液,けつえき,Blood,ROPR7JYEeOEz1pukXWJ8
勇気,ゆうき,"courage, bravery, boldness",ROR3VomWYY96WKmcm2oP
信号,しんごう,"Traffic light, signal",ROT9ysH4oJ6PFdrHGBpV
実,じつ,"Fruit, seed, good result",RQ20rXYXfjHTQve6BLX5
予報,よほう,forecast,RRweNlHVQj5eQ9ZmiwQj
マスター,マスター,Master,RSXxoi8cjIoVKXKC4SNN
医院,いいん,Clinic,RSqzeIlK1hGvfDh40Hj4
弁当,べんとう,Box lunch,RUYQxGhPEq6fbqLBHQUF
素,もと,Prime,RV5hDpl7wnqktS9yOtJA
ペンキ,ペンキ,Paint,RVcEkZhGRgRpQiuDjup0
全体,ぜんたい,entirety,RVjjBHmaqXfI6eNve35E
便り,たより,"Letter, correspondence, news",RWiLqaRiKQJNN5TeUBWH
王様,おうさま,King,RaIyh2wbtmvRn20cFHUB
騒音,そうおん,Noise,RkoLD8QSB87gg2KurhiB
チーム,チーム,team,RlhaMVRd4BImn7nfLBnU
デモ,デモ,demonstration,RmR9J6jNnwHNFT61u7Si
殻,から,"Shell, Husk, Hull",RnjsJDttBoXFIQ36Sjxe
穀物,こくもつ,"Grain, Cereal, Corn",RpL34eusccK8rHc9d73C
ショック,ショック,Shock,RqSnIs3iSTUPadTS8oCJ
メモ,メモ,"Memo, note",RqWzJCB2Cq3gd6hTAp9U
争う,あらそう,"dispute, argue, fight",Rr0nxzYcz2RjgBcI1qeG
欠陥,けっかん,"defect, fault, deficiency",Rsqgi1X8KsWBr0uGmDGQ
重なる,かさなる,"Pile up, lie on top of one another",RvcFfvPZBIHp8710UXbg
マーケット,マーケット,Market,Rvo6Bqok08AKK471NXhq
棟,とう,Ridge,RwWeQZiWvlUsEdqneKvy
タオル,タオル,Towel,S1tqQMtC3F3m00i3RdRv
市,いち,City,S23CGlxZ3gmLn0MB5BgJ
魅力,みりょく,"charm, fascination, appeal",S39OoCAzIAxQBzfyJ6U4
章,しょう,"Chapter, section; medal",S8KSut0QjjSHidDCjOsG
器械,きかい,Instrument,S987OhmSI8ezm0quTVdI
最低,さいてい,"lowest, worst",SA1CWMKcj5ZI4AlrJkBA
止す,よす,"Cease, give up",SAJyikH8bw9hS7wAr1Ro
霧,きり,"Fog, mist",SEvLGYR1IQ4dwFEwMvbY
籠,かご,"Basket, Cage",SHwzSgcEtWgEclYoHIuW
物語,ものがたり,"Tale, story, legend",SIKmMbOFr9nW8PRxAzdv
～観,かん,"view, outlook",SIbtNkUKdCeD4ePROirE
ずっと,ずっと,For a long time,SK3nA1Ox5Gd9fvTLdLok
疑う,うたがう,"doubt, distrust",SLqY9NKfR94mdDrx7b4E
生き物,いきもの,"Living thing, creature",SQSNcbeClsHLari99UUv
鋭い,するどい,sharp,STPHuE1rdNYlRiX2wVKL
接ぐ,つぐ,"join, piece together, set (bones), graft (trees)",SUn40P19ZJHZqFkUXP5O
マスコミ,マスコミ,Mass media,SVCSnwtPYbJZvuwlrQs1
炎,ほのお,flame,SXsEKQZ80CXzlMs87hry
優秀,ゆうしゅう,"Superiority, excellence",SY61XavRGduI4kqkrLTS
有利,ゆうり,advantageous,SYKDwyp7PMeHH8zmMWuY
メッセージ,メッセージ,Message,SYVSkI1BI80z6I5MvYvC
任せる,まかせる,"Entrust to another, leave to",SYrM5GAJp7y3sV7b0haL
パイプ,パイプ,Pipe,SZ22Ql4HVhFcg1o5AYFo
親友,しんゆう,Best friend,Sa8WgmBVD3te5tQl9wN7
クリーム,クリーム,Cream,SjdhAyYIBUkQdrN8bA1u
形態,けいたい,"Form, shape, figure",SlCNLJQiTgaEbVyE83Rd
柄,がら,Hilt,SnRmktUNQ8uoByUE8Fm9
豆,まめ,Beans,SpNMhGNzuzCJsbWPsOJ0
型,かた,"mold, model, style",Spj29HjtXCpx00tgSUZV
試し,ためし,"Trial, test",SsYHOTnMCIojNQM3P82m
学,がく,"Learning, knowledge",Sus7hkdBWwaY7Jm42CFg
溶く,とく,Dissolve,SymhOckPR1P8QvKYUkex
蚊,か,Mosquito,Sz73JhMmlmRpEVHCi40i
いつのまにか,いつのまにか,Before one knows,SzH9vGaifNkuDNi0EYJh
否,いや,No,T0W5FEYyfVPth7HxFXqV
鬼,おに,"Ogre, demon, it",T1PZrqFZfEGd2OLfFyOW
正確,せいかく,"Accurate, Punctual, Exact",T37Er4TUFMkrHnWvYABH
発展,はってん,"Development, growth, progress",T9ds7bsdX4LzcdgXOjDc
ただ,ただ,free of charge; just (~); only (~),TC48JGpCLJHjntJuWiQI
田,た,Rice field,TFutsnbrZ3r1k3QrJPIK
硬貨,こうか,coin,TLmidf3r7H8wO031hzNh
高価,こうか,Expensive,TNTjoJPXmAlSmn33qb1P
去る,さる,Leave,TNTvRZlOr32RvSQlIc0B
筋肉,きんにく,muscle,TUOThdFQHUeSN6BCygVK
署名,しょめい,Signature,TUrEcfuele0hqEccvaG2
日中,にっちゅう,"daytime, broad daylight",TZgWS6nUl16zvPqGBZQ4
下る,くだる,"descend, drop, fall",Tam8UG7slSoeuxUFJxF7
差別,さべつ,discrimination,TauCedahomcgrcfX2i25
泊める,とめる,put up (someone)/ˈsʌmˌwʌn/,TdtBFWKVuDcjJBrix7Nz
倒産,とうさん,"Bankruptcy, Insolvency",TevTzD1JXiLWD9oEVqzp
実力,じつりょく,ability or force,TgqLDhSDFoYFwzYqhMvl
述べる,のべる,"state, express, mention",ThBwLnnUwuZE7RxeWnVw
適用,てきよう,Application,TkWp9rsfpOe4LGLQAIEe
いらっしゃい,いらっしゃい,Welcome,TklEdFrFDnA6zWwkNJJO
全,ぜん,"All, whole, entire",TlIYVKMP5gIRvmb5bVOe
視点,してん,Point of view,TmCp9vZpW5kh8UAkWU2e
我慢,がまん,"Patience, endurance, perseverance",TmRTvGorOwEDwObKaLkw
年齢,ねんれい,Age,TmkXbV2XK8fG3QLeNZUB
発見,はっけん,"discovery, detection, finding",Tpzql16g5YS9Q4WiKTeu
皮,かわ,"skin, hide, leather",TsvrmDY5clT0MIXjiUjB
動詞,どうし,verb,Tsx1oASi0Jvrcavuo6t0
予測,よそく,"Prediction, Estimation",TtCgPB8CP0rA7ndJalKW
丘,おか,hill,TuVXE9RpgUDAe2NDYWUh
筋,すじ,"muscle, string, line",U2IZplXwD8LqUWvWJD7L
宛てる,あてる,"Address, direct",U5xoBVEZRVoE7EUt8zvr
乗せる,のせる,"Place on, take on board",U8PvAYhfctaIhyKffAjh
題名,だいめい,Title,U9D08vnquiL3UiN2gDH8
黒板,こくばん,Blackboard,UA4fZl3w4W4MHgV4umEj
毒,どく,poison,UBdr55kep2NaJOFtH6Yp
肺,はい,lung,UEhRDgueZXbt0QkJfpVF
観察,かんさつ,"Observation, survey",UFZb7LNXcTxih8K0hSaP
年月,ねんげつ,months and years,UIK6SRpGM9Bq8T3Pp0m1
分ける,わける,"Divide, Separate",UIiaDLual08QVNhXxzH4
独立,どくりつ,independence,ULPF4z3PL8IPG2cypxEu
満足,まんぞく,satisfaction,UM9SKqxHDv7YOIv2pOFR
詩人,しじん,poet,UNTKCkl2NSKCzJEe6t6V
在る; 有る,ある,"To/tə/ exist, to/tə/ be",UNqkr7y3K0JYVMmC8yKF
塔,とう,tower,UUJEGKXbXzRKcoEFIsAE
タイトル,タイトル,Title,Ud6beTXXRO4gEyzvcdtt
人物,じんぶつ,"character, personality, talented person",Uhonq2Tz8xW7lzndm1hc
県,けん,prefecture,UiAzd04zsvCvQXjGLyX1
実は,じつは,"Actually, in fact",UjjrtfXfFztOkzzLiPiQ
選考,せんこう,"Selection, screening",UkA7Mqk9j59ljMZPITNl
友人,ゆうじん,Friend,UmCS4fa1h7JMOmzNWt4u
最終,さいしゅう,Final,UqOzEczQsUVNuQWOwCs2
共通,きょうつう,Common,UrCuMTxElHNLNQCQO8Ob
奨学金,しょうがくきん,Scholarship,UronTNJ4nQCa2lmO2lkk
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry",UsIlj3DH1dlHbuGZe526
築く,きずく,"build, establish",Uv63RtPeD9Own2vNqr4W
拭く,ふく,"wipe, dry",UwiRN3VtHjJtvGF5CUzB
バイオリン,バイオリン,violin,Uy2t3Sx4Mct7NSaSMA2R
ボーイ,ボーイ,"porter, boy",V0s9UnzoVmTuK8BCFuEk
実に,じつに,"Indeed, truly, surely",V1KqI9DYLcnuxoTn08oG
当時,とうじ,"At that time, in those days",V3739RCTdphIIsS9mjul
教わる,おそわる,be taught,V5KSxz1l5LDQPWRKjt41
減少,げんしょう,"decrease, reduction, decline",V6KzteHtYtykLRzQi9Z6
悲劇,ひげき,tragedy,V9T5eyfs2Ejlftc2OALr
起こる,おこる,"occur, happen",VAd4gcPGceS7zYGUYMU2
文句,もんく,complaint,VByTtPQ6PjLPb67fKgrH
馬鹿,ばか,"Fool, idiot",VG566AcZqmcODdkTDrHL
意志,いし,"will, volition",VH33LeCCYDgqUncDdj4p
ますます,ますます,"increasingly, more and more",VK3Fjc7lmP3OApufUUpG
禁止,きんし,"Prohibition, ban",VKOEdMngVB4rZNOxPy64
通り過ぎる,とおりすぎる,pass,VKcZMvE6KWWZemsQEZzt
友情,ゆうじょう,Friendship,VLVN7CBljge8KKkiUXPB
支払う,しはらう,pay,VMm8FSsVTMrSb74tB8zO
イメージ,イメージ,Image,VR7wvjmFcrpxyuicUXZd
発表,はっぴょう,"announcement, publication, presentation",VRYK2yijSYbqTA18gezq
一般,いっぱん,"General, average",VS1X78d7CaTiroYqq0Oz
救う,すくう,Rescue,VV0JJ4MxivR2VvKGQ7Fc
確かめる,たしかめる,"ascertain, to make sure",VV0yiNQ2mAtLIA7GVif4
食う,くう,Eat,VWArXPYD9MkVqZeMVIUj
行儀,ぎょうぎ,Manners,VX720P89QYkFeUo3BByN
覆う,おおう,"Cover, hide, conceal",VXSpYOYHs61F1SnoZeIk
流行る,はやる,"To be popular, to come into fashion",VZIacL0fvZGRRuTpZZPs
学ぶ,まなぶ,"learn, study",VZMLTMpd3gAQvnPfF7tC
諺,ことわざ,"Proverb, saying",Va4Ddrdt4sxi0c24sZoz
温かい,あたたかい,warm,VaIJ7QNcTTyyBzAxnsYr
協議,きょうぎ,"Consultation, discussion, negotiation",VcFE4Ach08sTZl43bfRz
会合,かいごう,"Meeting, assembly",VeouJlLwt9DHCi5Yrz5C
拘束,こうそく,"restriction, restraint",VgaqCc3lE8gia6bP8jLc
うなる,うなる,"Groan, moan",VhlZjYwBVhDbMJDYyVsx
載せる,のせる,"Place on, publish",ViRgWBnJ2xwsiJcirkpb
発明,はつめい,Invention,ViszYaqSL9KpEF6LeUCk
球,たま,"Globe, sphere, ball",VjlP4QrWntV5PK1WIwV1
もったいない,もったいない,"Wasteful, unworthy",VmIUAdJuCNBJpCg021Aa
納得,なっとく,"Consent, assent, understanding",VnoFNifJPnFiiiKnSx2g
替える,かえる,"Exchange, interchange, substitute",VpCCXe5TI4mc6CpQxCoX
経つ,たつ,pass,Vqlv21nHpWrw52Smzjhb
現代,げんだい,Modern times,VstdK7BKG9KKUKurcD0h
バランス,バランス,Balance,Vzq1AcRRDfTwLWl7eS2s
確実,かくじつ,"Certainty, reliability, soundness",W1Znu9bD06WyTcwiNu6l
暮らす,くらす,"Live, get along",W1buB71WGcnIvmPtLM8x
袖,そで,Sleeve,W6WLdyohX0T4PasuJNlJ
横断,おうだん,Crossing,W6gz7arEBzae3BAjjf62
偶然,ぐうぜん,"by chance, unexpectedly",WBPvBaBJYqFOOnRc7bDa
描く,かく,"Draw, Depict, Describe",WBbpEkwQimD8R8lrM5J2
インク,インク,Ink,WH608e5KATLSvuc4ewVC
ハンサム,ハンサム,Handsome,WK1VG1jix3hRKRzMvBQD
事情,じじょう,"circumstances, situation, reasons",WKJ8j427euHrlKgRmWBx
トンネル,トンネル,Tunnel,WMEtoxIM2ITsiRWFcaYu
そっと,そっと,"softly, gently",WPw9jnMKjTBXItW993CD
性,せい,"Sex, gender",WWDbEBsby812E8GKlnhB
道路,どうろ,Road,WXJWpbKxRT2cEe91CLAJ
申告,しんこく,"declaration, report",WctXyXXaK0JZM8xTatHa
どんなに,どんなに,How much,WdS1IKFO4wgvYzW6uK88
停電,ていでん,Power outage,WfqGjVDXb7rse3xcuJMC
孫,まご,Grandchild,Wg6tX1z1taHtaSarNXKP
