#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
押し寄せる,おしよせる,"Surge, advance upon",FcPxBglwnjUADkJQCQzV
震わせる,ふるわせる,Shake,Fd6TnN6hOS3RlAcZRG1I
あやふや,あやふや,"vague, ambiguous, uncertain",FgloimI7nBMHvXdFQ6ZB
相対,そうたい,relative,FiSU7AgWDvE8IcMAgmbp
収集,しゅうしゅう,collection,FkJSOFNY7lNiiqInzrje
採算,さいさん,Profitability,Fl83yEr7diXSirNfoaLR
潜水,せんすい,Diving,FmKlbaxNbAYX4YzAWp5s
類推,るいすい,Analogy,FnB3idKJXO0N3D49467y
人質,ひとじち,hostage,Fnn53djtp9BuaigI1QVc
交互,こうご,"mutual, reciprocal, alternate",FoOLlV9dQCJuGEHn7u3x
柔軟,じゅうなん,flexible,FqZ81HoAhjM1WpPsLNY3
格差,かくさ,disparity,FtTL990CbZ7AK7mkHHTZ
規定,きてい,"Regulation, provisions",Ftd5xT6ZO0cViMcUXUK2
おまけ,おまけ,"Bonus, extra",FwdEJzfy5zOQvLO3QD5y
明白,めいはく,"Obvious, clear",FzRd1yXebC6xHuZOcD4h
保育,ほいく,Childcare,FzS9mb2yV0IKupBNjw2Q
心地,ここち,"Feeling, sensation, mood",G1fka7whrda7eTPdwzzm
慣例,かんれい,"Custom, precedent, convention",G3z8wtIWHrjEAfbZosqX
収まる,おさまる,"settle into, be obtained",G6KYoHjQ1zKswpeKoKie
無能,むのう,incompetence,G7AojmibjPIfX4DQIZvn
宮殿,きゅうでん,Palace,G7wGvH2DDcIAQ1sfeqwK
お使い,おつかい,Errand,GAp60RunSYMgMUgMij1g
温和,おんわ,"gentle, mild, moderate",GBNx82aj4N93snl5Ovf1
実践,じっせん,"practice, put into practice",GBp53kd0QUlZGXg2rYjP
納入,のうにゅう,"Payment, Supply",GDAFglsJufgiUB1CQuaY
清らか,きよらか,"Pure, clean, chaste",GE7ZSmjFej0o3dEmB9lC
冷やかす,ひやかす,"banter, make fun of, jeer at, cool, refrigerate",GKxh4hE6ZXEF2Ovu6lJo
だるい,だるい,"sluggish, heavy, languid",GKxwsQMBUn8Gj6gxkLyn
申し入れる,もうしいれる,"Propose, suggest",GLKlPmBrLu6JrORLNaO8
さっと,さっと,"Quickly, smoothly",GMeHCgpBzbMPl4mM9dzV
追い込む,おいこむ,"herd, corner, drive",GOeRLrxV6JEK53kcvvOs
月謝,げっしゃ,Monthly tuition fee,GOgRN8f7eRIVpgQkToqm
特技,とくぎ,special talent; skill,GQGrhXRXqXBS8lltQzdo
パジャマ,パジャマ,pajamas,GTICloINXoQG4C1heSYh
審査,しんさ,"Judgement, inspection, examination",GTUU24ChysPiqtEpK4ts
自首,じしゅ,"Surrender, give oneself up",GTcp6jh52DWKMPdXr51Y
中断,ちゅうだん,"Interruption, suspension, break",GUN8P8h0M7OHSf2Hb419
産後,さんご,Postpartum,GUbk88ZHt5CtCWqxSS5y
とぼける,とぼける,"play dumb, feign ignorance",GVqKtEAR2zeMGUyKbeda
ファン,ファン,Fan,GVymZ5hUmVmSNaxGJnHZ
くっきり,くっきり,"distinctly, clearly, boldly",GWZ9BZ7RZlw8uGplz4an
良心,りょうしん,Conscience,GXlteSLEky5dInrNbGeU
調べ,しらべ,"Investigation, inspection",GZvgsd8J06vAXx6430pc
書き取る,かきとる,"Write down, take dictation",GcAJGx3XTCpLkL9Leu6T
嘘つき,うそつき,Liar,GcKICkc65ittStt1qMLK
旦那,だんな,"Husband, master",GcoGEoMsRtJtW6HEpHtC
しょっちゅう,しょっちゅう,"always, constantly",GhLNaKonSaLrxrjiP4Sr
几帳面,きちょうめん,"methodical, punctual, steady",GhskYQLUxh4WqbHYPPQ5
版画,はんが,Print art,GlJbV3ihmcTOaqSxATdy
ドライブイン,ドライブイン,Drive in,GmgwCSfcyCoqqoQ9eSSt
所持,しょじ,possession,GoprXHvC0X5DG9DFed4N
財,ざい,"Fortune, riches",Gr7UQqyujPTKRm7QluoU
欲,よく,"Greed, wants",GsZwvtnE9EkVJEwkbBky
植民地,しょくみんち,Colony,GuK3C3yg5Zp2cmClXUK8
綻びる,ほころびる,"come apart at the seams, smile broadly",GuWVjQqc6Dmmym6xOLTS
方式,ほうしき,"Method, system, form",Gvkz9J7OvM2anr9m55d4
コーナー,コーナー,Corner,GwbNK0AFWlRSJuAw3LFY
収容,しゅうよう,"Accommodation, seating, custody",GwlYL2NEpIwEoI5WBuy7
沿線,えんせん,Along the railway line,H1RvA1bayRsQZ8XaexTa
他方,たほう,On the other hand,H34JQhnBelMkRlWzggOe
結成,けっせい,formation,H6m3Jer0XbQOIMlp7Mft
購読,こうどく,Subscription,H6ugaIMRQGUrCAttbjRP
我,われ,I,H7hAWIKktJHAfcJvv3Iw
反感,はんかん,"Antipathy, revolt, animosity",H7t6j7yROTYVhS05A1Wz
文語,ぶんご,Written language,HA9wP6kfDlcjAmq901Gc
主,しゅ,"Owner, master, god",HByu4KNGaZ6wcGOgPdeP
堤防,ていぼう,"Embankment, levee",HEmN7Utd9dPkOSTUaTkG
品質,ひんしつ,Quality,HFOB7Z0LiZd4ik2CcuMX
駆けっこ,かけっこ,Foot race,HIP4vOqE8QgcVAbLFkW2
見せ物,みせもの,"Show, Exhibition",HJoWvEMHaEkhZlUGSvPY
介入,かいにゅう,intervention,HKFRoJVg7WdbjJMSiOBZ
股,もも,"thigh, crotch",HMBIV597ls0GHwLC1our
露骨,ろこつ,"Blunt, outspoken; conspicuous; broad, suggestive",HMch64ahOcILf1cAQV4e
自主,じしゅ,"Independence, Autonomy",HShfPjtIx1Q8Idlc9MQI
とりあえず,とりあえず,For the time being,HUC5DSapAN1aGNXDDZ2B
演じる,えんじる,"perform, play (a part), act",HWbesLw0DSJaT3DAdP5W
期末,きまつ,End of the term,HduGiSb6N87Rrodspdbm
面する,めんする,"face on, look out on to",Hf7ed9QzqwgwFbo9TCzs
似通う,にかよう,Resemble closely,HfjCpbtxYEbVFtoq4VAq
早める,はやめる,"hasten, quicken, accelerate",HgtlnDVssbdMEOuYQguM
取締り,とりしまり,"Control, crackdown, supervision",Hi2tKLEYuLvuSvHbpZ4F
途上,とじょう,"En route, half way",HiNv9dT4GXpOLEbrKexX
赴任,ふにん,assignment,HlGqJ0oZw54izXRGjB4I
寄贈,きぞう,"Donation, Presentation",Hm1vSMu0bM2gdfGsCoDl
並びに,ならびに,as well as,HnoNzzVv3caLQXbqIBwf
冷蔵,れいぞう,Refrigeration,HqEcQ3bxUhpRP0gXIZYB
大概,たいがい,"In general, mainly",HuaDarSb2sDyvXmcbnQg
励む,はげむ,"strive, endeavor",HwF0trezTlMdoGUKkoQ8
拝啓,はいけい,"Dear Sir or Madam,",Hxu954f8opRAHeIKwkHf
～油,～ゆ,Oil,HzL3Sutkx7IgkZ6ArTvP
催す,もよおす,"hold, give",I11a3svm8DywTMMjvmLt
定食,ていしょく,Set meal,I1br4JyirLJzS9GZrDPV
押し込む,おしこむ,"Push into, crowd into",I1fydqgXstoGOkf36G2P
類,るい,"Kind, class, family",I28RHMBIwm5POx9KE3pg
転落,てんらく,"fall, degradation",I2MMexEhgxR16EeFhIUt
溜まり,たまり,"Accumulation, gathering place, arrears",I7E52UD92MFMr7tuLUND
貧乏,びんぼう,"Poverty, destitution, poor",I7hMoEG66rOBh6fcFUYZ
和文,わぶん,Japanese text,IACvvi4GDeu9o7emMxh4
絡む,からむ,"entangle, entwine",IDFLZaJlvVYhKpvwGnZA
差し支える,さしつかえる,"interfere, hinder",IGFn1mSLk5jOwdsrxJbL
なにより,なにより,Above all else,IIg3ooOD3trbYvL1S4oy
凝らす,こらす,"Concentrate, devote, peer into",IKK1a92XUdtGLry60FKo
固める,かためる,"Harden, freeze, fortify",IKXUyOQTPCVUdMzwYlHT
採決,さいけつ,"Vote, roll call",IN8FIIXQT49FXhZ6Hclm
タイマー,タイマー,Timer,IVMPWMtkvgXOyKTgnpvR
人民,じんみん,People,IWNfjDUQrvSh3pxdUNPV
使用人,しようにん,"Employee, servant",IXJKwHq2um8QPr8CgYbB
部門,ぶもん,"Department, category, division",IXQuyuERHKisymYzEq6S
滑稽,こっけい,"Funny, humorous, comical",IYOQESDcNfElpzRLjKOK
日向,ひなた,Sunny place,IYnsYkNxa6Y780wdzQYT
頻繁,ひんぱん,Frequent,IZXkzQtsWpPd5zMVO7c1
和やか,なごやか,"harmonious, mild, calm",IayqphwB3bG7Vc27BWSk
インフォメーション,インフォメーション,Information,Ibb2hXTsCn9oeRC5Dltm
殺人,さつじん,Murder,Ibhfi8yErZ5Xfw8i6zxv
乙,おつ,Second rank,Icwvc7cIYGEEm7mZmGWY
できもの,できもの,"Boil, rash",Ifb85tfeOI9ssQNEXaaD
封鎖,ふうさ,"Blockade, freezing",IiAyjFyOtG9EywdwHYHK
～増し,～まし,extra or additional,IkR5zukpkHXAOulq9ZRP
領地,りょうち,Territory,Im3uCT3jNpgRz4KJFcDF
満場,まんじょう,"unanimous, whole audience",ImH4JOeHq23JgJJECLDt
産休,さんきゅう,Maternity leave,In4MAYn8gqOLESirn9UW
華々しい,はなばなしい,"brilliant, magnificent, spectacular",IpsZmYzNytn52IprnbKh
着飾る,きかざる,dress up,IsmkCzvofsJZnvil7Fc5
みすぼらしい,みすぼらしい,"shabby, seedy",Isz7af93re3Nq5kha5Me
種々,しゅじゅ,Variety,It47spZ0ipG69UGAgewG
必修,ひっしゅう,Required subject,IvlJdIJgt01P3b6HjybV
纏め,まとめ,"Settlement, Conclusion",IwEoS3oX2TehPfJLkxJ6
見渡す,みわたす,"look out over, survey",IxYgSWI6LAmblJCom3U2
セクション,セクション,Section,IzGbKGYK5rV7kGyaaH6o
もしくは,もしくは,"or, otherwise",IzXidIHWJU1pTLXoAneO
集計,しゅうけい,"Totalization, aggregate",J0NN4aT5YpHmkWXGsGyQ
三味線,しゃみせん,Shamisen,J0qEoGrA6j43DvzEPyde
排除,はいじょ,"Exclusion, removal, rejection",J0t3M5ZcqoXCRDLE9DQv
暴動,ぼうどう,"Riot, insurrection, uprising",J1ZhSG0jCxj7Q5vEq6sI
国定,こくてい,National state-sponsored,J280tZnOtvZ7SuV2i9TQ
立法,りっぽう,"Legislation, Lawmaking",J3QFAawzzXm7TBX5RIzm
紡績,ぼうせき,spinning,J6wzvdnZ4Lk78jyFnFTW
討議,とうぎ,"Debate, Discussion",J7gKwkvFimPEZ8jvubua
殿様,とのさま,Feudal lord,J7iAR2jnWJAvY1gzcKcG
しきたり,しきたり,"Custom, conventional practice, tradition",JD4tXgWipSSbQkYfWkcF
崖,がけ,Cliff,JDnzIJxO9GsRp6XvpbAK
シート,シート,"Seat, Sheet",JDy3MZjePYfkuuYVlQEH
月並,つきなみ,"Trite, conventional, commonplace",JEdmA95jAcjKVI80htOj
ドライクリーニング,ドライクリーニング,Dry cleaning,JGIXvYsKmxWvsT7dZi2O
交える,まじえる,"mix, converse with, cross",JJ9vkCtW3X7JBdH5Q3HP
手分け,てわけ,Division of labor,JJmzH3wk62ApMM2W0p8d
夜更し,よふかし,Staying up late,JLJoBB92nHa8ysNw8LFF
さも,さも,"With gusto, with satisfaction",JLW3EFzBDPcTLDCMhgbM
放り込む,ほうりこむ,throw into,JMTRE79jNH93khoOO8o6
ノイローゼ,ノイローゼ,neurosis,JOzc1NSsIfCe4PumLwVF
岩石,がんせき,Rock,JPvYY0xbwV0i5mhhD5qt
丸める,まるめる,"to make roundmeɪk/raʊnd/, to round offraʊnd/ɔːf/, to roll uproʊl/ʌp/",JQIi2UujYKMzCtg75m1t
身の回り,みのまわり,"Personal appearance, personal belongings",JRyVQWYcipg8YkOjSNbb
インターチェンジ,インターチェンジ,Interchange,JT1BTJiMopdp20jgIVT7
返済,へんさい,Repayment,JTpBxMpp5HhmtSdCL2FM
闇,やみ,"Darkness, shady, illegal",JUMqtwohLbmsPeoEWiL5
放射能,ほうしゃのう,radioactivity,JVR96abRl3hLVybmLGGo
聴診器,ちょうしんき,Stethoscope,JWbzITjBAVpi7XsfGVGG
施行,しこう,"enforcement, operation",JZZnFXANudkQZhM1zIV4
てっぺん,てっぺん,"Summit, apex, or top",JZnvB1SqDK60h4AuT0iT
流通,りゅうつう,circulation or distribution,JdGVNrMqwjqKXFK3iL55
山岳,さんがく,Mountainous region,JfQkruLmSt23Z5kRmehg
点検,てんけん,"Inspection, examination, checking",JidmqInSejqxrB9DEvkL
近眼,きんがん,nearsightedness,JjdOKweHLJI9LeoOHX36
部下,ぶか,subordinate,Jmc9Iq3P1vOM3US8EsJU
無闇に,むやみに,"Recklessly, absurdly, at random",JngW3qsZY1axAxbB7zUK
真ん円い,まんまるい,Perfectly round,JoLBZhVpgv7Kie1Y1ffH
知性,ちせい,Intelligence,JpB5Z5kaDt89cLtwCJr5
出動,しゅつどう,"Mobilization, action",Jpj7zeWk9RujZ46I0tHf
君主,くんしゅ,Monarch,JqH5BJzFTTRLcsLTUM3k
傷付ける,きずつける,Hurt someone's feelings,JqoAzHu2IDEJMZZkc0xe
尽くす,つくす,"Exhaust, serve, devote",Js8u5nJn5anuOr9T2MXw
論議,ろんぎ,discussion,JvVmyJSJxzc4uJz4riul
繁殖,はんしょく,"Breeding, multiplication, propagation",JwmKXpIAnBthZTTAZmgu
老ける,ふける,Age,JyU8SGcy3SGU1nxDJV5J
末期,まっき,"Deathbed, hour of death",JycLfb38lEnnEXyjduC3
於いて,おいて,"at, in, on",JzWw2sVwFAnqpNW7LjxG
取り除く,とりのぞく,"Remove, take away, set apart",K1Xg22Uh22dEQC3Q9bSL
結束,けっそく,Unity,K5BAghvqdMxtQUMJMwh1
芸,げい,"Art, accomplishment, performance",K5SyS3B2amv6U6t3hiUY
農耕,のうこう,"farming, agriculture",K75L5PZ1jCWQNjk5wmKG
庶務,しょむ,General affairs,K8nTSfiE5MyutpiN3OsU
ベストセラー,ベストセラー,best-seller,K9z2JNeMuwyKBsZ9awNk
短気,たんき,Short-tempered,KABEaKeKHjW6TtYjW4WO
トーン,トーン,Tone,KAYxdbZeCTuVMZ6wYUCc
惚ける,ぼける,"go senile, fade",KBsWsQATQLkfKyszS0Eg
連邦,れんぽう,Federation,KDPylPzACloHjIjGm6h6
平常,へいじょう,"Normal, usual",KEyKUAab4Yk4JrMlZPL0
跡継ぎ,あとつぎ,"Heir, successor",KHahSKz9wL6wc7ZoKIoL
栽培,さいばい,cultivation,KIg1BZ9ZDzWb03LyMixx
革新,かくしん,"innovation, reform",KJYEgYf4F40pC2NrsEFC
チームワーク,チームワーク,teamwork,KK0YxXJavlM6sbTgisdI
止める,とどめる,Stop,KLDwQnMZIcunrdXPed9z
爆破,ばくは,"Blast, Explosion, Blow up",KLRndDvxw4dkqju1aeba
わざわざ,わざわざ,go out of one's way,KMjI8xjdnSW4yWVeIjh3
きちっと,きちっと,"precisely, perfectly",KNsKhevXrKEQazEmqgOE
同感,どうかん,Same opinion,KPMH7qAkbSi729ZnhYSl
切ない,せつない,"Painful, trying, sad",KRmEGdGXHsST27anp7UI
伜,せがれ,son,KRoRhs8tvPsH0pMQ9SXp
務まる,つとまる,Be fit for a position,KS4Svn35dkVKX18ppgGr
腐敗,ふはい,"decay, depravity",KSxutadJgl6s3fBuEXZ1
乳,ちち,"Milk, breast, loop",KUa2PdBvv6WBkkSD4w3p
眼科,がんか,Ophthalmology,KUeZKqo634pbZYCO8HiK
侍,さむらい,Samurai,KVbgHSSMJIi53UlxiSpn
筒,つつ,"Pipe, tube",KXAT14DlTxuiwnRjvwAz
優勢,ゆうせい,superiority,Ka3ipYxCZgicadXaqInS
鮮やか,あざやか,"vivid, clear",KaX9ZmWMAGJLNjjXJ3At
定年,ていねん,Retirement age,KbkFPReLnI2CTOD7bv5Y
愛想,あいそう,Sociability,Kby2LXb3bUfJu4eSUDkK
損う,そこなう,"harm, hurt",Kcsjqu8aV9xNn65tqcN9
気風,きふう,"Ethos, character, disposition",KcwdUMCvJp8lOgyUwc2w
蝶,ちょう,butterfly,KdTNb8ux1p6S8PkOZYNr
倍率,ばいりつ,Magnification,KeLPLdbz2M2I1hflDN7v
初版,しょはん,First edition,KkJscUpMIpJyfuFuJnim
冷淡,れいたん,"Coldness, indifference",KkmjmoSBCtwBpB7clZI5
私有,しゆう,Private ownership,KoV6O1iOILdf1XRKK3PT
煙る,けむる,Smoke,Kp15OBwTBrSvMpr59dvv
面目,めんもく,"Face, honor, reputation",KpA4RJUUMEQCZALliVmb
麻,あさ,Hemp,Kq7Tl4pxoJF8XQxZjqIo
不動産,ふどうさん,Real estate,KqQTmJ1xgyXGXB0NRHei
乱す,みだす,"disturb, disarrange, throw out of order",KvxSX0mWd8ka0cajQ8ix
主観,しゅかん,subjectivity,KwOJ6m7E2cHC0xdv6msh
雄,おす,Male,KxMLIQ4pSJ5lef3pgIgG
熱量,ねつりょう,Calorific value,L0p512KJg3N6PTkBJpOK
用紙,ようし,Form,L4YS3dww0OlzrvWG2lLA
保養,ほよう,"Health preservation, recuperation, recreation",L5WTnmA4cPVug5bclZcf
まと,まと,Target,L6iil0IUl335EKZodYCU
欲望,よくぼう,"desire, appetite",L6oHZkkj0OKh2JYTBQLh
従来,じゅうらい,"Conventional, traditional",L79BBcvtEfLncs6m3LSE
殊に,ことに,"Especially, above all",L8nNVQqScWzomNjkBPh2
何気ない,なにげない,"Casual, unconcerned",LBNl3UzKKNBEBXFVSvoM
徹する,てっする,"Devote oneself, believe in",LBavSTdBhgx9chvhCefe
帯びる,おびる,"bear, carry, be entrusted",LBedQwR6vcQG9P4cn18S
紛れる,まぎれる,"diverted, slip into",LEMHnhYOqYA4hdHY4Rvb
農場,のうじょう,farm,LEubPzFPOdD3NTFEhetA
応募,おうぼ,Application,LFyRlnP5vtIddfOrzrN5
沼,ぬま,"Swamp, bog, pond",LL83aWuGxZWHFH5uYBYq
叫び,さけび,"Shout, scream, outcry",LLT7Pu2SYvWaDlmoGVj6
コメント,コメント,Comment,LNyImnV8LyBF3ts5Krm5
復興,ふっこう,"Reconstruction, revival, renaissance",LOzRxTZp6SnahnZiLK3b
教習,きょうしゅう,"Training, instruction",LPA4DorYNBIJ8xtsbQqv
呟く,つぶやく,"mutter, murmur",LQEvseyawUhnYXQZOVdI
混血,こんけつ,"Mixed race, mixed parentage",LRXqk24icgWcyZk3CwUX
興業,こうぎょう,"Industry, business enterprise",LSbNbDMtXzqXHBDmqwVI
余所見,よそみ,"Looking away, looking aside",LTiRFzdZ0mRCV6iSAQ1x
感無量,かんむりょう,Filled with deep emotion,LUb0DSAjB6Nt43hjuzlX
しぶとい,しぶとい,"tenacious, stubborn",LW8s3VwaE9bsGuHc4Ski
すれちがい,すれちがい,Chance encounter,LWQyn9v2O5GMz9BJAvYH
気軽,きがる,"Lighthearted, cheerful, buoyant",LWuMet0AYFwftP1IBglK
用法,ようほう,Usage,LY2uUgygGsgjmtICndi4
浅ましい,あさましい,"Shameful, mean, despicable",LZWAIkmQzIA7WuUcwVFD
実態,じったい,"Reality, truth, actual state",Lar1v2OozLF3SWYOMRwZ
阻む,はばむ,"hinder, prevent, obstruct",LbMBHZSUF4T0U4XQrtB0
抜け出す,ぬけだす,"Slip out, sneak away, excel",LbkZKt8D4PGdvgZvGBmg
微か,かすか,faint,LdeaswGfmGWIyJiP5IKa
乱れる,みだれる,"to be disordered, to be confused, to be disturbed",Lfg27HF50sjWwBKk8mWc
隔週,かくしゅう,every other week,LiUMidbylqMiIkXPYbor
合併,がっぺい,"merger, amalgamation",LkMlLKhHHHBmxl2xqzxi
眠たい,ねむたい,Sleepy,Ln5yKRDc9BJKCXd3VY1Q
診療,しんりょう,Medical examination and treatment,LnH5AObtWuijxUF47Gbd
分裂,ぶんれつ,"Division, split, break-up",LoxOQVaosVKEs1zWRqcX
断言,だんげん,"Assertion, declaration, affirmation",LpgeDn84epyapIlSz3Su
かさばる,かさばる,Bulky,LtPhgshBqbp4a3plFUPW
さほど,さほど,"not so, not that much",Lum7t03IFw7WoKM4UZNm
題する,だいする,Title,LvjYp2toW5kbFtyj8Wki
一目,いちもく,"a glance, a look, a glimpse",LxfCYGr6TEKhXlslr4bO
一律,いちりつ,"Uniform, even, equal",M0clL7Tuyqj2V14m2Lle
同意,どうい,"agreement, consent",M4BFYTWpuMNV9OLRhJtW
ホール,ホール,"hall, hole",M5YhdjialAxObTtAlBbB
滅亡,めつぼう,"Downfall, collapse, destruction",M5rTWymEQw6O5LW12csa
閉口,へいこう,Shut mouth,M7vaeIyad2b7CMsAP3Ox
庶民,しょみん,commoners,M8W6KIUqEj3llEYjjqIm
制定,せいてい,"enactment, establishment, creation",M90DFIfaEGMRQ2s0DP9X
取扱,とりあつかい,Handling,M9qtRHHBPJOy3qoVzfgE
不良,ふりょう,"Delinquent, failure, badness",MA4Y2ds7iDY1ceayFEtV
宿命,しゅくめい,"Fate, destiny",MATMlqbX27wnDreHUpwz
冬眠,とうみん,Hibernation,MBYfdiLUJYsgZm3PtxPF
麻痺,まひ,"paralysis, palsy, numbness",MCYVTMGx3w82bI3PD1ID
貧困,ひんこん,"poverty, lack",MIyXS4woQSixFU9bXt3z
盛り上がる,もりあがる,"rise, swell, rouse",MPk32ge5pi54pm0lJah6
決断,けつだん,"Decision, Determination",MPxE8cHd2yCoDPOEysND
結び,むすび,"Ending, conclusion, union",MQ3gB1NqURAkgYsji0t1
結核,けっかく,Tuberculosis,MQkhlDzlz9ggYI6D2YHQ
ジャンボ,ジャンボ,Jumbo,MRnV44QaEC1Z8dV56qbO
弛み,たるみ,"slack, slackening",MTaJHXvi0AbcPOz53x3W
腿,もも,Thigh,MUM36CGSrcsyJYL36dF7
ろくな,ろくな,decent,MUjOcwndP4ZhCQcvH63g
～街,～がい,Town,MVg2k6ko0CWkpCU2439W
大幅,おおはば,Drastic change,MWCylWbvnteFzYrJZcOF
赴く,おもむく,Proceed,MXU3oW8RhQuc7XZH6gv6
分配,ぶんぱい,Distribution,MY6IwEnKxGlLcb3QsKsA
略語,りゃくご,"Abbreviation, Acronym",MYlNcrv8VbiywoVmVpyE
本場,ほんば,Authentic home,McVNqDW78sa1RGugLu8L
短縮,たんしゅく,"Shortening, abbreviation, reduction",MjIvuQSxRdt5NmLyvJ1i
敗北,はいぼく,Defeat,Ml5PTgdd0NpZGgQHdlw2
閉鎖,へいさ,Closure,Mlk03tQSbf9KwOPc7pxf
こす (みずを～),こす (みずを～),"strain, filter",MmORahy53c2OlsogII8H
ショー,ショー,Show,MmzvShAX4Pygx8N93Mpo
叶う,かなう,Come true,MoR5ft8nrLUwaI9zgd30
恐れ,おそれ,"fear, horror",MqGS3ljFDS5FkoCH4qln
有り様,ありさま,"State, condition",MrDX9OlzYFUfQw2KNNyz
スポーツカー,スポーツカー,Sports car,MtP8A769HwtKmMtCu14p
いかに,いかに,How,MtYKlVTSn4lLDpOnEPTB
ふんだん,ふんだん,"plentiful, abundant, lavish",MtvlqzToW7cR5Z8tvrMa
妊娠,にんしん,Pregnancy,MuIrAixNGNNTuUBRcuQE
統率,とうそつ,"Leadership, Command, Generalship",MwpxqEmDWrPhZYwCtNf3
悪者,わるもの,"villain, rascal",MwvnSvnoyniz00f3Z9YG
干渉,かんしょう,"interference, intervention",MxE6cj3oBke0Wo3c3q5M
腕前,うでまえ,"skill, ability",MyRS6aqqH0GAVf1g9PaL
満月,まんげつ,full moon,N1C6R8fCWtiFrg8BRjrZ
割当,わりあて,"Allotment, allocation, quota",N2RtxD5o0e52rfpUaqgz
得点,とくてん,Score,N38K7yOo6cjWcIzBNGsZ
封建,ほうけん,Feudal,N4IrWYvPmvLLcOrvEuId
恐れ入る,おそれいる,"To be filled with awe, to feel small",N574LiCnnwzoJHocUYdX
チャンネル,チャンネル,Channel,N6PpcFg7ztsr3b19G70R
刃,は,blade,NAC3DvsWZyZSMjMA9W34
捩れる,ねじれる,"Twist, strain",NBdlKe8rNpgRCdH9McKN
～きり,～きり,only,ND58NiVHoUbGaOjOCMFD
煙たい,けむたい,"Smoky, awkward",NDEOv0Ooamtch9V9KW4p
ナンセンス,ナンセンス,Nonsense,NEw70561gTuCxF33BEAL
弱,じゃく,"Delicate, supple",NFyIbIi36O0s72QN16cz
喜劇,きげき,Comedy,NHEP8fl4Xob4OconGAFB
ロマンチック,ロマンチック,Romantic,NKDj2kut3G69fFuWBUf1
守衛,しゅえい,Security guard,NLwVd34ErHFaneSLuTGc
一面,いちめん,"One side, on the other hand",NMZE3H7OqONpltHC50Vt
強硬,きょうこう,"Firm, vigorous, stubborn",NMqumveSZFgQZs5VrgTX
細工,さいく,"Work, craftsmanship, trick",NP1wyAxrdAh2xwNH9MUu
尿,にょう,Urine,NVk1SXceCDrZm144ANFz
学芸,がくげい,Arts and sciences,NVw3tYxhXZOpA3zglTze
なんなり,なんなり,"Anything, whatever",NWmbAjG4Hn4vtx2wzG9R
墜落,ついらく,"Crash, Fall",NYJslivgfAWGzywiC6JV
元首,げんしゅ,Head of state,NZ8eisRHVlrYuCHnfd5x
連盟,れんめい,"League, Union, Alliance",NZqYMqXKnxuHS68BiY5S
帰京,ききょう,Returning to Tokyo,NdpdPFx1XfeSbrkJZdfm
根回し,ねまわし,Groundwork,NgvpYqnTrybEiSggtAyG
蔵相,ぞうしょう,Minister of Finance,NhNP2cFmfjYf5M5zV99Z
持続,じぞく,"continuation, endurance",NjBJi8vwlxQ5jFly3PyR
うぬぼれ,うぬぼれ,"conceit, hubris, pretension",NjOdKvpgbKfPwbgUgWzN
漠然,ばくぜん,"vague, obscure, equivocal",NlY6L9Vg4fERhoLVEqaj
イェス,イェス,Yes; Jesus,NmpPVUUU9Bzq6ZX96mtR
本格,ほんかく,Full-scale,No7Jj7Znba9wwVwY8MU2
焦げ茶,こげちゃ,Dark brown,NoOLEOYwYkw74NTSZsg9
素材,そざい,"raw materials, subject matter",Np4Z5qHR7CUNhturx4Km
前売,まえうり,Advance sale,NrF7savp8NC4y1300ZLX
目覚める,めざめる,Wake up,Ns2DXAoX6w8IEPD5zgly
辟易,へきえき,Shrink back,NsInRa3qlqirfKOPdtCX
晴天,せいてん,Fine weather,NsM2xwPZF1l2MeQg8WYN
行為,こうい,"act, deed, conduct",Nt71Rp8ghQrCFTC348Zq
創刊,そうかん,Launch of a publication,NuylAVk2I4QXmAZBTJOX
馴々しい,なれなれしい,"Familiar, free and easy",NvoG25WOe9UaNVMeo9OM
～著,～ちょ,written by,Ny7lsC6nbv0NGmNPHerC
通常,つうじょう,Normal,NzLl9jfTxHjUc9Pyl1vX
レンジ,レンジ,"Range, stove",O0CaOgXK0iwvgsnAeoUb
見習う,みならう,Follow example,O1RbAciA4XAFso7p7NvB
共存,きょうぞん,coexistence,O5hmfeOmNcEiAM29hMx1
失格,しっかく,"Disqualification, elimination, incapacity",O6xFnHQmmc8977Mf5VTu
丸ごと,まるごと,Entire whole,O7oAko1NFyadZINIbHUJ
ジーパン,ジーパン,Jeans,O7wQrzydkEpT3xKkpoTZ
セレモニー,セレモニー,Ceremony,O8IlgIbRcGyxyQeEaZfh
誠実,せいじつ,"sincere, honest, faithful",O8wc1cEua6T9hUd0RSpW
所定,しょてい,Prescribed,OCtTaKoeV4u6V2VUymEh
公用,こうよう,"official business, public use, public expense",OCzK8uhug7ckzpvuPLPn
自尊心,じそんしん,"Self-respect, conceit",OGBVCLyyBXhj4sps9xiP
一気,いっき,In one gulp,OIABIYvu0PZlwz5oVpQ3
微塵,みじん,"Particle, atom",OMDbvKUGue0m0KZuRoVP
牧師,ぼくし,"Pastor, Minister, Clergyman",OQRz0yO1efKT7CofhEN4
天,てん,"Heaven, sky",OQta3kuQKNFvmfsIS1BV
土俵,どひょう,Sumo ring,ORKG0UlDGfLstzBza26V
理性,りせい,"Reason, sense",OVZyms06YTOjAOnh4FHd
