#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
保健,ほけん,"Health preservation, hygiene, sanitation",NqCTUUd7prwdKvRGH5tq
恩恵,おんけい,"blessing, benefit",NtOlf22DbQ3R6M0RDl7o
水面,すいめん,Water's surface,NwEys2n12l3Mt5SDrooq
祭日,さいじつ,"National holiday, festival day",O4FPFBUoFkSzTV9i6jKn
敷地,しきち,Site,O6mtMICbogijMFkS0J63
防犯,ぼうはん,Crime prevention,O99i7B6OdZIIcgZueUy5
下駄,げた,Geta,OBFfeqUiEMWbZVbTFP1c
役目,やくめ,"duty, business",ODK0uEsRSaCqVISvC47Z
銅,どう,copper,ODzt8lf6hMvh3J41yesq
マフラー,マフラー,Scarf,OEHF2vMijeRcmu2LUYfY
電柱,でんちゅう,"Utility pole, telephone pole",OEpuMo8Sn5lO9b1vrdVp
くたびれる,くたびれる,"get tired, wear out",OI9h7IXbzHWHVIfNEv24
だいいち (とりわけ),だいいち (とりわけ),"First, foremost",OJz9fWlsUZKyuZvriwjX
ナンバー,ナンバー,Number,OKGpfvONfUdsD4gGOmR4
整数,せいすう,Integer,OL075CXkRu7KSAPY7eiO
給与,きゅうよ,Salary,ONCwB1kOIdtLNj8ZZo2L
枕,まくら,Pillow,ONJV5ArLHLGsRbi9RzUP
醜い,みにくい,Ugly,ONbbXX9GXL2ItMkNEv9c
四捨五入,ししゃごにゅう,rounding off,OPAmpwZ0fqYb3QuyHFmG
だらしない,だらしない,"slovenly, loose, a slut",OPQ3pL1v9yjuvIL4DmPq
昼寝,ひるね,"Nap (at home), siesta",OQtXK8stlwpYAbxba45w
おまちどおさま,おまちどおさま,Sorry to have kept you waiting.,OROBqShTxzkT0541msWF
形容動詞,けいようどうし,"Adjectival noun, quasi-adjective",OTuj50pRxMhqXFD9JZHL
家屋,かおく,"House, building",OU8nXIJAuQevrw2K4P4J
ダイヤル,ダイヤル,Dial,OUW0myLabvbNkTayfWen
点数,てんすう,Score,OUgWz2ULgNvQczDKrVgl
中指,なかゆび,middle finger,OWtb8qHqKjL16ravWBuG
目覚し,めざまし,Alarm clock,OY2aJ09bQVL6jMubOgFb
学術,がくじゅつ,"Science, learning, scholarship",ObgKQkV9rhRWwVAhH8Gr
お元気で,おげんきで,Take care,OgWA8g7bc80WF97ko4yF
くどい,くどい,"verbose, importunate, heavy",OoYiiOv53ritdQEm2JsY
真似る,まねる,"mimic, imitate",OpwvedgDEWy4WLxDsCiy
素質,そしつ,"Talent, capability",Oq7uZybJp0i5AhvEXDC9
広々,ひろびろ,Spacious,Ot3IdvcOxW53IWuMdana
話合い,はなしあい,"Discussion, talk",OtAjSV8NVqsCpPUUQJwd
育児,いくじ,"Childcare, nursing",OwctkvhI0M8kuWjj06sb
～みたい,～みたい,looks like,P0Y5AwStn0O4z5uhf5zX
高級,こうきゅう,"high-class, first-rate",P3V9kUqY9QHcBH2Qyl14
女～,じょ～,Women's style,P5Ue6tLmFy4QCPDZv51d
要領,ようりょう,"Gist, essentials, outline",P6Xx1rdHTj1Ez6nSSdGX
弱点,じゃくてん,"weak point, weakness",P89zOYLGZEXN3Ou26Sv2
通訳,つうやく,"interpretation, interpreter",P8cnrl7q1t6ytKg77C0r
オイル,オイル,Oil,PBxJyH2X64FSpx4FfftQ
都心,としん,City center,PCyVMslfL80fBccnNwuE
厳重,げんじゅう,"Strict, severe, firm",PDDfbMpMtueNRGet0yoI
国立,こくりつ,National,PDImC10z22CQHHuI3J2N
発電,はつでん,power generation,PEkQLys02Ee4qtDzdyPp
戸棚,とだな,"cupboard, cabinet",PGw5MwRm3zZLwILh3BvQ
課程,かてい,"Course, Curriculum",PI3M9XM5SLnIoWSgbcFp
改める,あらためる,"Change, reform, revise",PM652myRWVaow7c1l27f
有無,うむ,presence or absence,POTErWgZM1DZfWZZwgGr
好き嫌い,すききらい,"likes and dislikes, taste",PQs0MkLmZYbQQL318OYF
中身,なかみ,content / substance,PTAOxmTL0iVV2ybBCZK9
組合せ,くみあわせ,Combination,PWulDpdFyGqQvWIe4FKI
正門,せいもん,Main gate,PZdEdNOUDyGVzLw2NhqT
肯定,こうてい,affirmation,PbwRDQHJLPoCPBT7xfnM
両～,りょう～,Both ~,PeMyjYGH2IncLgJqP8TL
ジャーナリスト,ジャーナリスト,Journalist,PlzamyGtKcpWivqGRSmk
伝染,でんせん,contagion,PpRTvQcp8NicPRmKW505
判子,はんこ,Seal,PqbQazDImlktmN8FQmHz
メニュー,メニュー,Menu,PrGTbakX9iLodRAXN9u0
年度,ねんど,Fiscal year,PtRZP0omrZbBXEOclfLt
チョーク,チョーク,Chalk,PtqnUVv1q7xLzi644BQB
住居,じゅうきょ,"dwelling, house, residence, address",Pu3IM463zYFpKaJH7J9J
～室,～しつ,room,Pu8h7dkblUyrBBgx4XtA
空中,くうちゅう,In the air,Pw8kvUGObiFdwXXT5Yog
～病,～びょう,-disease,Py0PzROQTzV1JhfoAgMP
学部,がくぶ,Undergraduate department,Q0zaw6lqV8Yp74Wyfcbb
増大,ぞうだい,"Increase, growth",Q7zXpByvkSbKHPWX3Smw
躓く,つまずく,"Trip (over), stumble",Q9nFtzb1nCJ5sPcbCLar
ガム,ガム,Chewing gum,QC4eWajjMQFFFmdmLTaY
傾く,かたむく,"incline toward, slant, lurch",QEnAPAg6WMuULcZVuZlE
唇,くちびる,Lip,QH8al3GJGU7ktwB1j8lP
性質,せいしつ,"Nature, property, disposition",QIuvbqgZyV9Otzc6TdG0
応援,おうえん,"Support, aid, assistance",QOIbIvv0kMi3C50E4uC9
為替,かわせ,"Exchange, money order",QPGdV6jT7eid3iDgi7Ue
カバー,カバー,Cover,QPUlRgr1pbhCn16GVa1y
膨大,ぼうだい,"enormous, extensive",QS6hQRyGtjtziBLmWRI7
撫でる,なでる,stroke,QSFbMZSsQ8K9bqA4MD78
角度,かくど,Angle,QVT04Wh83uljSXRPMJDt
休息,きゅうそく,"Rest, relief, relaxation",QXBUGs4FzpFAAyBjTUZ3
可愛がる,かわいがる,Love and cherish,QXVQMYP8YDNPrCCxuXP9
区切る,くぎる,"Punctuate, cut off, mark off",QZENpHsjEiwMSEWXtcsb
溶岩,ようがん,Lava,Qh4Wq0qWGtjAmyjIIimU
基地,きち,Base,Qlw0K2cMJzqrXXbXcg6e
学会,がっかい,Academic conference,QmZIldM9pWxKfnCbNsVL
原稿,げんこう,manuscript,QpIMLTYsGDcn90A6Gvib
稀,まれ,Rare,QqXUqBcPpO2NR2yAboOK
はきはき,はきはき,"Crisply, clearly",Qr28Ju7A3rUaGD4FjZiD
努める,つとめる,"to try, to aim",Qr9Te9UVKS9Z6s3OEIQa
凸凹,でこぼこ,"unevenness, roughness, ruggedness",QyWhkhro3qodYQLMnfGY
行方,ゆくえ,Whereabouts,Qz9A1FOFJD6O3SlCWz7Y
地味,じみ,"plain, conservative",R2ycjdQLKsT0i5HTmLsH
食器,しょっき,Tableware,R4AuaLLDeRzKLcxPGcQS
～島,～とう,-Island,R658KQukd7RYQpH9tUr4
飢饉,ききん,Famine,R8wi2OJjUZfOe8IJ5Tnk
マンション,マンション,Condominium,RAmFY1ouGvMna90QRKLA
虹,にじ,Rainbow,RApYCeZUFAesQu7i5BQF
～手,～しゅ,"player, person who does ~",RFEXHR7YDqIsrwTfJgI4
つうか,つうか,Currency,RO6CVsOX5ICV83orn7C2
延長,えんちょう,"Extension, prolongation",RQJIzLFIUmAsNTibtZx6
自習,じしゅう,Self-study,RQMThICwQucyB7M4Jcha
フリー,フリー,Free,RRecnc4XTm1NWBb7SH7J
散らかす,ちらかす,"scatter around, leave untidy",RRhjwS3GbSX04XbUNQX7
～振り,～ぶり,after an interval of an interval of,RT68aJEEW7eMGLJjGeOS
四角い,しかくい,Square,RUcRVAuM0nudBuF1VspS
解答,かいとう,Answer / Solution,RYbTeysejQSZM2Vx61fi
定員,ていいん,Capacity,RYkBmDaGM8TVrrs559pE
下線,かせん,underline,RbTDXTWpLPZiKewLr4BA
錆びる,さびる,rust,Rm8OyzflywIr1hjCJdJ4
殻,から,"Shell, Husk, Hull",RnjsJDttBoXFIQ36Sjxe
遠足,えんそく,"Excursion, field trip",Rql3L2ETgctgfXLqx2Hn
争う,あらそう,"dispute, argue, fight",Rr0nxzYcz2RjgBcI1qeG
頭脳,ずのう,"Brains, intellect",RwO9l6moFa2lRIJruC8F
しょうがない,しょうがない,It is not worth it.,RxX9j5rEhglDc7DiJvkb
通路,つうろ,"Passage, pathway",RxvRU6lrxopPlqwFimUK
周辺,しゅうへん,"vicinity, circumference",Ry0bLvZ5QWFsSFuLcSTV
儲ける,もうける,"Earn, have (bear, beget) a child/tʃaɪld/",S0pn3NP4Ucp2fAsDtjNa
～点,～てん,point,S3Y6ljoJPJzLuBocQew3
踏切,ふみきり,Railway crossing,S4aqA2wP30yPIE4GJwtx
偶数,ぐうすう,even number,S5h99iiEgkDfn7pVtD9R
御中,おんちゅう,Messrs.ˈmɛsərz,SBqWleKl5LY5dyT3lOzc
ひとりでに,ひとりでに,"by itself, automatically, naturally",SE4dIYTNWQfaQDh7fqBd
催し,もよおし,"Event, festivities, function",SGJt83SP9ucyRiBNIDAR
口実,こうじつ,excuse,SGfXE1f3x7IPRQGVuH0C
セメント,セメント,cement,SLy7kRIuOPQplZ0E1SPA
しめた (かん),しめた (かん),"I've got it, all right, fine",SN61dxfWOZckxm2JOtcu
発想,はっそう,"Idea, way of thinking",SNhJ8XnUhmOzFHick9AP
水曜,すいよう,Wednesday,SO9xpPQx7KomHV14al9V
煙い,けむい,Smoky,SPpjdA8qUZI3Of6kcfOM
売上,うりあげ,"Sales, proceeds",SPuiAQt0gpjKFDtrXwsf
焦げる,こげる,burn,SRFvLiAeUhwCP0B4OJCo
天皇,てんのう,Emperor of Japan,STsvwtaM5nDkBQqHuXpG
同格,どうかく,"Same rank, equality, apposition",SVywaM6KjTEOWOwzoZ0k
発,はつ,Departure,SaEsm5s8JuXushv6m08c
元日,がんじつ,New Year's Day,Sds44v4kA5k2sCXn1FMX
ファスナー,ファスナー,zipper,SgRWBJsOOFLpFcLd57hK
瓶詰,びんづめ,"Bottling, bottled",SkbxUyf9UZMTiEKlJjb3
どきどき,どきどき,"throb, beat",SnZZpeADSQOwl7gSZzVZ
脅かす,おびやかす,"Threaten, coerce",SqSr81sPP6AVdrjzwL01
慌ただしい,あわただしい,"Busy, hurried",SsOiSWYsIJyN4tp1PoJT
片道,かたみち,One-way,SwmwpKusrsrJAywuHoRH
坊や,ぼうや,Boy,SxH43qkpg5NacL8cgLZ9
蚊,か,Mosquito,Sz73JhMmlmRpEVHCi40i
偉い,えらい,"Great, celebrated, remarkable",SzQtu324VcDy6qpjuOnc
相撲,すもう,Sumo wrestling,T9QxgjcMXs19oaRRy0Xy
キャンパス,キャンパス,Campus,TAvyHgzD1Kfd1IsAH4sB
朗らか,ほがらか,"Cheerful, bright, melodious",TGatjHSHQEUikDIe9RYY
～名,～めい,Counter for people,TKzwFZsjfhbH1JEozU9Q
苦心,くしん,"pains, trouble",TLBMNdxNaajCDlVEGb7x
まじる,まじる,"mix, blend, associate",TLqk36kUkAEmt3D8i1V4
当番,とうばん,On duty,TMk5QQ9SjhSNNnWxeWtf
シャッター,シャッター,Shutter,TOpBjogXrbYjY8mg4UxB
筆者,ひっしゃ,Writer or author,TW19B5sGbsRLIfRXHp39
下る,くだる,"descend, drop, fall",Tam8UG7slSoeuxUFJxF7
泊める,とめる,put up (someone)/ˈsʌmˌwʌn/,TdtBFWKVuDcjJBrix7Nz
傾らか,なだらか,"Gradual, gentle",TfdHToRSZmpRsRDnugh7
実力,じつりょく,ability or force,TgqLDhSDFoYFwzYqhMvl
消化,しょうか,digestion,ThBMXrk8gRHAsHnlSkuV
募集,ぼしゅう,Recruitment,TiIyvJmJp28OuKBLGFQS
助教授,じょきょうじゅ,Assistant Professor,TnGE8B8StGINcRSZjBjq
襖,ふすま,"Fusuma, sliding screen",Tqs1GQSG6Iv9eRzgdLiv
お手伝いさん,おてつだいさん,Maid,Tr8mDYgfpdXtutsIQZM4
全般,ぜんぱん,General,TsJPMXSLcSN5ae6PVstn
短～,たん～,Short ~,TzETNbPVwNnQVtVzHIly
強引,ごういん,"Forcible, assertive, pushy",U2ow6q1kURfP93Xi37Ew
心身,しんしん,Mind and body,U3GUmHkao3MGYQM2Q91X
スマート,スマート,"Smart, Stylish, Slim",U3NIKB8N5gmqiSBWubVF
題名,だいめい,Title,U9D08vnquiL3UiN2gDH8
自ら,みずから,personally,UB2Qjf5TAgk4aa75V3br
原産,げんさん,Place of origin,UExWi3zTrqOhimrtnPC9
本部,ほんぶ,Headquarters,UI3dCFUox35ReVuPxcmH
県庁,けんちょう,Prefectural office,UIoQgD9f2OTqiAbW6oh3
めっきり,めっきり,remarkably,UJt2nm1jxQDkFH49nlWZ
見下ろす,みおろす,look down on,UMiml9Uw6VqFtX1o6zxl
筆記,ひっき,"Note-taking, writing",UOGJinP7DvYW9iDL4VbB
～気味,～ぎみ,slightly ~,UQC1gBwWVUrtketgaOuD
英和,えいわ,English-Japanese dictionary,URTP1Y37c69xzVwUzMEZ
小～,こ～,Small ~,UThNGrccdg2ye770zTlK
灯台,とうだい,Lighthouse,UTtoWMwXRXi3sqrHzTgz
行事,ぎょうじ,"event, function",UVvs1tdOlb21Sj2i85fY
接近,せっきん,"Approach, draw nearer",UWzrlVOnNGla9Mucdhhv
南北,なんぼく,South and north,UZNPQwemtN3EKETvIngf
サンプル,サンプル,Sample,UZoWuej4b4xNfI4zrIXx
造船,ぞうせん,Shipbuilding,UaWuksShw0XcpexpOM4s
盆地,ぼんち,Basin,UerAuNAnOzKVWmnkMHWV
詫びる,わびる,apologize,UlAO7WGNybnvMvZgxZQf
観念,かんねん,"Idea, notion; sense",Un7tqom4iBNIEsqXVAfx
敬う,うやまう,"Respect, Honor",Uq69Fp60RwjJiAQpzlrF
社会科学,しゃかいかがく,Social science,UsrsVJdgOEzo3xe27X0T
地質,ちしつ,Geology,UszJNLRiNeCqrqOxfclg
長～,なが～,Long,UuWRFHW8giEe393WWGeP
謎謎,なぞなぞ,Riddle,UweUwLiwNhFkarpLte71
～船,～せん,-ship,Uwj5lNYPrxeI3b5sXXst
騒がしい,さわがしい,Noisy,UyupMFRvcL2rjZOSBfKZ
コーラス,コーラス,Chorus,V2nTqIrad3qjrmG6ydKN
長所,ちょうしょ,"Strong point, merit; advantage",V3Zti5YirFzmU3rwnxqO
清掃,せいそう,Cleaning,V8PRPSS5wa5Izuh76Yma
響く,ひびく,"Resound, affect",VDh7wOA1tipeMxf86wHJ
濃度,のうど,"concentration, density",VEIK6C5grXFB9Vi5hGt7
お待たせしました,おまたせしました,Sorry to have kept you waiting,VF5w4abxOU6k2GOqSEMD
モノレール,モノレール,Monorail,VFczYdyeRqNE7PKqTFp5
フライパン,フライパン,Frying pan,VMjQvRnTdXNH7U3I1W1v
余所,よそ,"Another place, somewhere else, strange parts",VMw2lXInUsTwXQ7cFjk3
アンテナ,アンテナ,Antenna,VOLP5YEaGqTdLUIQIVEt
学年,がくねん,Grade in school,VPKeiLQNpMddjXIzPIsZ
ダム,ダム,Dam,VR5FeZDvt2kXdZAMRTb0
ごちそうさま,ごちそうさま,Thank you for the meal.,VSsGXi9ejw7bWL8MqHub
敷く,しく,"Spread out, lay out",VXdlxMlLnW9DBtZEQ4CV
群れ,むれ,"crowd, flock, herd",VY0G6RyF7r250u0fLRH5
割合に,わりあいに,"Relatively, comparatively",VZBt3QJEzrCkl4dAu3lD
現～,げん～,Incumbent,VaFVvmrIzYhQeJgpZq8M
～難い,～がたい,Difficult to do,VcelBwtA7AmZwdWKbE3Z
剥がす,はがす,"tear off, peel off, rip off, strip off, skin, flay, disrobe, deprive of, detach, disconnect",VcsdudoAXjZgs38oQoYw
しいんと (する),しいんと (する),"silent (as the grave), (deathly) quiet",VdikIC65w2W32FhOxbeq
古里,ふるさと,"Hometown, birthplace",VhcmGw8zp5F72BMg7vXE
窓口,まどぐち,Ticket window,ViaVMjZR9fmIVcdP3WAv
手前,てまえ,"Before, this side",Vkbw925z9F4gBXEUWmE5
大学院,だいがくいん,Graduate school,VlZszCWgQ4CjkdWU280s
手頃,てごろ,"Affordable, handy",VmUzhQDIorV640mJA8hk
転がす,ころがす,roll,VnmbsequQyU0uLBi9DT3
各々,おのおの,"each, every or either",VoL0xISG0IugqNtaDaaL
四つ角,よつかど,Crossroads,Vy15QfkdKLZaqZzJj628
～外,～がい,outside of,W0pCllIEq2BgHgC3jkgN
地帯,ちたい,Zone,W204dNeoaO6I1txFO9sn
日当たり,ひあたり,Sunshine exposure,W2qe4BXzWeMzswuV7QhH
薬局,やっきょく,Pharmacy,W3hXqAzp3XWbQrZVFDns
方角,ほうがく,"direction, way",W87lXDp326juOAhweXXV
一段と,いちだんと,more than ever,W9iPwcrQNl5nJCU2KHqM
こしらえる,こしらえる,"Make, manufacture",WANNydsL71ythtLSOnjM
面倒臭い,めんどうくさい,"Tiresome, bothersome",WCoZMaKCHUHwTYsI2NYq
催促,さいそく,"Urge, press, demand",WDUgJtKZkCCT3hDfI4pV
引っ掛かる,ひっかかる,"to be caughtkɔːt/ in, to be stuckstʌk/ in",WNkjID2nM8K37fRaqAuc
でたらめ,でたらめ,"Nonsense, irresponsible utterance; random",WNyW8NtyQhtp0x3dDP8O
大凡,おおよそ,Approximately or roughly,WTr0RPjTOSm22CKJgQHF
一流,いちりゅう,First-class,WUCXcE3xbr6vqCXfHV7b
貸家,かしや,House for rent,WUE6hJf6H7GsUNCLa1VO
受験,じゅけん,taking an examination,WUaJALLf7Xk0Y9bikFPm
日差し,ひざし,Sunlight,WVl7VMvrO8f8g6aGJlmX
取り入れる,とりいれる,"harvest, take in, adopt",WYkGZQhIGhbGAMRJaTUT
附属,ふぞく,"Attached, belonging, affiliated",WaFYtKzROTcnuw2viiYZ
本来,ほんらい,"essentially, naturally, by nature",WbHhWfW2k0zS3y8dzOhx
欄,らん,Column,WboHcims9n9BNWMlf9cX
被せる,かぶせる,Cover,WcOPElSHz5iHp3JwEvFS
侵入,しんにゅう,"invasion, raid, trespass",WdXctXhpG38nmjJrMYKR
早口,はやくち,Fast-talking,WeUWx8txpyqiKCSRv2dt
停電,ていでん,Power outage,WfqGjVDXb7rse3xcuJMC
刺す,さす,"Sting, bite, prick, stab",Wg8ZO5ohxK1Bt52SRycz
直径,ちょっけい,Diameter,WhPTSQqIMZzZzko7DMAZ
車輪,しゃりん,Wheel,WiWm3tfI6ZDeuwGgjexV
段階,だんかい,"gradation, stage",WicU59BVXQGMWZciEKFh
倉庫,そうこ,Warehouse,Wnpvlgj2wwnMSFDfbyCa
統計,とうけい,statistics,WoFbRi7vllttySvihT1T
耕す,たがやす,"Till, plow, cultivate",WtXsvbhRa9hYY3LnBzsE
ばね,ばね,Spring,Wu9uXVxVoeClxOXEaFmV
女房,にょうぼう,wife,WwHVKEsvjoluiOrW13Zf
相違,そうい,"Difference, discrepancy, variation",WwasVauyWN2sxhHOgmki
銘々,めいめい,Each individual,WxPsHKSqhBTMHBItxMn8
句読点,くとうてん,Punctuation marks,WxwQ3cesYNIrr0wJfsHJ
ご苦労様,ごくろうさま,Thank you for your hard work,X35MdkLvkIo7jkWWZqQG
基礎,きそ,"foundation, basis",X8DJ27uDiiaiVrd2KPmA
会館,かいかん,Meeting hall,X9GGteDkzZ0Brxg5JGg1
作者,さくしゃ,"author, artist",XD5Tb82pyBAE0AWzMtIW
王女,おうじょ,Princess,XDZWVgEa4XRJAUwpKEnA
零点,れいてん,Zero marks,XFXMmsp7kl9SEkZEATze
～辛い,～づらい,hard to do,XJ7SgTl7MYjKhtvjQpJ0
呼び出す,よびだす,"Summon, call",XLDc4Byd4mjGiqG5yOJI
嫌がる,いやがる,"Reluctant, to dislike",XLvNperPBsJKZY3bAwBG
伯母,おば,Aunt,XM47x7ZZjolbIIeYfnJm
剃刀,かみそり,Razor,XMFOQzl7d6Vqer3dfIQT
扇風機,せんぷうき,Electric fan,XODoHQMdTWT7dtnkfU9u
最～,さい～,The most,XR9LosLQwMgjJdFMalRx
積む,つむ,"Pile up, stack",XSBXMU5nbrVB24xdCWQy
姓,せい,Surname,XTQwDJB2c74hv2DYEDjl
反～,はん～,"Anti-, Counter-",XUytkl07F6QNC0l4FIJJ
定休日,ていきゅうび,Regular holiday,XVim3hwPDBIGlew2RrOu
等分,とうぶん,Equal division,XadH1Aee3yOm1X12Ylp8
そういえば,そういえば,"Which reminds me,...",XbNWxcxtqgMNnHj5a4CD
剥す,はがす,"tear off, peel off, rip off",XdGLGf2ZKf2uVcPYtxRw
清書,せいしょ,Clean copy,Xh0KuAW9KSKQAMNLer4z
立ち止まる,たちどまる,"stop, halt, stand still",XnAYGrUuHO0pqL4s3B5q
重体,じゅうたい,"Serious condition, critical state",XsCUD78Wlwaa80gK2Ebg
溜息,ためいき,Sigh,XslIP0Br5pZXJfj07KP8
足袋,たび,Tabi socks,XuEVkzcu3v283z2p5HWP
重～,じゅう～,Heavy ~,XwbcDbNHArptOvPHTc9T
うなずく,うなずく,nod,XzH9m0k5P2JQDS9j2NXx
今～,こん～,Current,Y1aVEnyZ2GrNUPDTH15a
水分,すいぶん,Moisture,Y3oLTolQh5JVDMOXFlLi
再三,さいさん,"Again and again, repeatedly",Y7pA8YH68nbEo0NW4SfK
～羽,～わ,-wa,Y8gjhRqXeRnU8em7Zozq
妥当,だとう,Appropriate,Y8wkfG71mR8XkG1ZfjRd
問答,もんどう,"questions and answers, dialogue",YJL8rEwDNofqxi2UUyQ4
洗面,せんめん,Wash up,YKFBTl5QdsYgTnbjPxaH
引き出す,ひきだす,"Pull out, take out, withdraw",YMfPz6jbEOZjPJYYdSrO
杉,すぎ,Japanese cedar,YPTVuulQDt7RQFbeM4r4
普及,ふきゅう,"diffusion, spread",YSklGM3zs4U46SDXUOu3
書取,かきとり,Dictation,YVOqdJkaYVbTOaEA7OiZ
商業,しょうぎょう,"Commerce, trade, business",YVjAYnNYop3ibBCAlQO3
ぶつぶつ,ぶつぶつ,"Grumbling, complaining in a small voice",YWMdmzfnOxeTmxCjOJAi
妨げる,さまたげる,"disturb, prevent",YXGiHi1vc3TADe2ypJGL
光線,こうせん,"beam, light ray",YXZlMfYcTIkoUjxUeod4
～所,～じょ,Place,YZgZM1OhOCgOabM1yfgS
手続き,てつづき,"procedure, formalities",Ybms3DIByNpjizCn3Zn8
一昨日,いっさくじつ,The day before yesterday,YcMMzgq0RLiZnNkkW5T8
南米,なんべい,South America,Ydxg1H3wF9ZVToz75uaV
早速,さっそく,"Immediately, promptly",YfXlCV5gWxVBwEDKYFrK
やむをえない,やむをえない,"unavoidable, cannot be helped",YfdGElIXrjNP3RwVZLjU
～領,～りょう,Territory,Yi33YGDA2S5k1plouuVf
回数券,かいすうけん,Book of tickets,YiwYMtlHLQIVtc9ry3qw
あれこれ,あれこれ,this and that,YkYST3A1VzaiIYTfwkD2
時間割,じかんわり,Timetable or schedule,YkkRidZzukOV0RMSGIOD
力強い,ちからづよい,"powerful, strong, vigorous",YmHUFARlpaAzAa8PcEr2
切っ掛け,きっかけ,"Chance, start, cue, excuse, motive, impetus, occasion",YmOMHC1gfhxtp6ZuzKVe
売り上げ,うりあげ,"Sales, turnover, proceeds",Yrds9usjdCQ0mIZgUjrT
災難,さいなん,"calamity, misfortune",YsWdvwEKD6V7DEb0BgKl
針金,はりがね,Wire,YszNAOKwPpR0fa77551F
プリント,プリント,Handout,Yt6B2vVSjR91DOB2tsU8
地名,ちめい,Place name,YthKOIApmWTiCdXaJ9Om
見送る,みおくる,see off; escort; let pass,YvQxuCMjG0Kg9sJ1fxb1
測量,そくりょう,"Surveying, measurement",Yven9rTrQgS44p3CHuLo
潰す,つぶす,"smash, waste",YxllGln31UeomrzjVo38
引き返す,ひきかえす,"turn back, go back, reverse",Yxp1lSFAMtanBr6CVF0J
実例,じつれい,"example, instance",YxylwfqQSmN66x4kZkyF
我～,わが～,Our ~,Yy5s9DzEYcYPOvRtivFt
かしょ,かしょ,"passage, place",YzPOvkSB4UZnYA0bnraP
話し合い,はなしあい,"Discussion, talk, conference",Z2z9nEdJBJ1JYJcAoYlE
コック,コック,"Cook; tap, cock",Z8sT801nFoJP4AVvibVe
磁石,じしゃく,Magnet,Z91NUvAV5zWqlcuroW61
差し支え,さしつかえ,"Hindrance, impediment",ZA44B0aeD4U92HmIynLk
砕く,くだく,"Break, Smash",ZCm4RPQth8y07A0V0poj
ワンピース,ワンピース,One-piece dress,ZJ92n63dvYVaopMXCtti
交代,こうたい,"alternation, change, relief, relay, shift, substitution, taking turns",ZKfBlAhcCydHcrTDMo7G
無沙汰,ぶさた,Long time no see,ZLdjeiqk7elYEg2H6ARv
属する,ぞくする,belong to,ZMURm9z6UvPe7QbuYF1I
水平,すいへい,horizontal,ZNA2dsh4PtzAyYvA78iT
便箋,びんせん,Letter paper,ZNOh3GQpbwq3ef3EPHeH
吊る,つる,Hang,ZSQvMl6BOediUNjcW4pT
落し物,おとしもの,Lost property,ZVwGXU1XBCsmU0YAWG8a
美容,びよう,Beauty of figure or form,ZWMPfGPAOlIcPuJ8ONjV
足跡,あしあと,Footprint,ZXcTrSikOorVLrk1dKPO
前～,ぜん～,Former,ZauWdGrIz2RA9NbZxbM5
木材,もくざい,"Lumber, timber, wood",ZdheP4up6xbWTQ685PrI
鈍い,のろい,"Dull, thickheaded, slow, stupid",Zf2HGVTVcdDHFOxUrn7T
所々,ところどころ,"Here and there, some parts",Zouc7HElwixkDTeH97uM
撮影,さつえい,Photographing,ZpGKeQFXs8xKZm6BlLnA
売り切れる,うりきれる,be sold out,Ztwk48XLux9ArH5FVyaN
御無沙汰,ごぶさた,Long time no see,ZwJMfbU3id89nMRe8sNR
艶,つや,"Gloss, glaze",ZxoaOR6Y2lzGK9ypPjPa
縮小,しゅくしょう,"Reduction, Curtailment",ZyTuBLPhToUWgsgIIJeK
もたれる,もたれる,"lean against, lean on",a0Y71fFYo6WaU0MKpl4b
望遠鏡,ぼうえんきょう,Telescope,a2WDXIdBOqNX4EWPzIQs
点々,てんてん,"Here and there, little by little",a36aTpxldVXUwyIzDPsa
改造,かいぞう,Remodeling,a463GWYUxOTa2WuTw8W8
締め切り,しめきり,Deadline,a4d2opnIgJ0nr8WRbeqy
重量,じゅうりょう,heavyweight,a584w9KgHJbv13jfAbx0
水平線,すいへいせん,horizon,a6woa1f0hICFcPCfor0Y
～ぽい,～ぽい,-ish,a8lc9Wc2Wm9CVgoAvrZO
打ち消す,うちけす,"deny, negate",aBufx0Ksd2PXRChGKNib
副詞,ふくし,adverb,aGbVNL5FVqnudmGXfceT
～山,～さん,Mountain,aI0cxMx3GIM7lb7YzQfP
和服,わふく,Japanese clothes,aJSYc4NOzB6wxLGD5Chd
夜間,やかん,Nighttime,aKrR9zo7th1XHGB0srfN
用語,ようご,"Term, terminology",aLLYNU6SDfYXlsQiuZJR
～庁,～ちょう,Agency,aMJJUQm5EW6mMhx2xHPl
務める,つとめる,"serve, act",aQA75Y9ZS1aA1HpYAsFh
列島,れっとう,Archipelago,aRIxcuZBv0VXMVBbQAm4
そうっと,そうっと,"softly, cautiously, gently",aTomAYzGiqVSmGNvOmEr
障子,しょうじ,Shoji sliding paper door,aVaKQUUhK30VsAu1NOHB
噴水,ふんすい,Fountain,aVjG9YrpRJD9EGmPGyKC
雨戸,あまど,Storm shutter,aW8vXCabGdDj9sq8PKiG
何分,なにぶん,"By all means, please.",aajNwIoYntxcjBF8Bpzy
生る,なる,bear fruit,acrY3BUB12l2964FCS8O
形容詞,けいようし,Adjective,ajTYKTQsYPwNgiPskYst
火口,かこう,Crater,ajkObgDbeepmPuPwxBqo
